ModelYear,MfrName,Division,Carline,VerifyMfrCd,International,EngDispl,Cyl,Transmission,CityFE,HwyFE,CombFE,CityUnadjFE,HwyUnadjFE,CombUnadjFE-ConventionalFuel,CityUnrdAdjFE-ConventionalFuel,HwyUnrdAdjFE-ConventionalFuel,CombUnrdAdjFE-ConventionalFuel,Guzzler,AirAspirationMethod,Transmission,Gears,LockupTorqueConverter,TransCreeperGear,DriveSys,DriveDesc,MaxEthanolPercentGasoline,MaxBiodieselPercent,FuelUsage-ConventionalFuel,FuelUsageDesc-ConventionalFuel,AnnualFuel1Cost-ConventionalFuel,IntakeValvesPerCyl,ExhaustValvesPerCyl,CarlineClass,CarlineClassDesc,ReleaseDate,FuelMeteringSysCd,FuelMeteringSysDesc,StopStartSystem,MFRCalculatedGasGuzzlerMPG,FERating,GHGRating,MfrSmogRating,CityCO2,HwyCO2,CombCO2,EstimatedFuelCostin5Years
2019,BMW,BMW,230i xDrive Coupe,BMX,International,2,4,Auto(S8),24,33,27,30.4468,47.859,36.4074,23.7003,33.0697,27.1635,No,Turbocharged,Semi-Automatic,8,Y,N,A,All Wheel Drive,10,,GP,Gasoline (Premium Unleaded Recommended),1650,2,2,3,Subcompact Cars,43312,GDI,Spark Ignition Direct Injection,Yes,36.7,6,6,7,374,268,326,1250
2019,Toyota,TOYOTA,YARIS,TYX,International,1.5,4,Manual(M6),30,39,34,40.8658,59.3,47.5122,30,39,34.3374,No,Naturally Aspirated,Manual,6,N,N,F,"2-Wheel Drive, Front",10,,G,Gasoline (Regular Unleaded Recommended),1100,2,2,4,Compact Cars,43349,GDI,Spark Ignition Direct Injection,No,47.8,8,8,3,294,227,264,-1500
2019,Toyota,TOYOTA,YARIS,TYX,International,1.5,4,Auto(S6),32,40,35,43.0775,60.2598,49.4185,32.2357,40,35,No,Naturally Aspirated,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",10,,G,Gasoline (Regular Unleaded Recommended),1100,2,2,4,Compact Cars,43349,GDI,Spark Ignition Direct Injection,No,49.7,8,8,3,274,221,252,-1500
2019,BMW,BMW,230i Convertible,BMX,International,2,4,Auto(S8),23,33,27,29.8191,47.3549,35.7817,23.2582,32.7577,26.7488,No,Turbocharged,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,GP,Gasoline (Premium Unleaded Recommended),1650,2,2,3,Subcompact Cars,43312,GDI,Spark Ignition Direct Injection,Yes,36,6,6,7,383,272,333,1250
2019,Mercedes-Benz,Mercedes-Benz,AMG S 63 4MATIC,MBX,International,4,8,Auto(A9),17,26,20,20.8,37.4,25.9913,16.7042,26.4527,20.0251,No,Turbocharged,Automatic,9,Y,N,4,4-Wheel Drive,10,,GPR,Gasoline (Premium Unleaded Required),2250,2,2,6,Large Cars,43367,GDI,Spark Ignition Direct Injection,Yes,26.2,4,4,5,531,335,443,4250
2019,BMW,BMW,230i xDrive Convertible,BMX,International,2,4,Auto(S8),23,33,27,29.8277,47.5509,35.8387,23.2643,32.8791,26.7896,No,Turbocharged,Semi-Automatic,8,Y,N,A,All Wheel Drive,10,,GP,Gasoline (Premium Unleaded Recommended),1650,2,2,3,Subcompact Cars,43312,GDI,Spark Ignition Direct Injection,Yes,36.1,6,6,7,381,270,331,1250
2019,Mercedes-Benz,Mercedes-Benz,S 560 4MATIC,MBX,International,4,8,Auto(A9),17,27,21,21.7,38.6,27.0244,17.3756,27.2277,20.7551,No,Turbocharged,Automatic,9,Y,N,4,4-Wheel Drive,10,,GPR,Gasoline (Premium Unleaded Required),2150,2,2,6,Large Cars,43367,GDI,Spark Ignition Direct Injection,Yes,27.2,4,4,5,509,325,426,3750
2019,Toyota,TOYOTA,4RUNNER 4WD,TYX,International,4,6,Auto(S5),17,20,18,20.6715,29.4676,23.8791,16.6081,19.9743,17.971,No,Naturally Aspirated,Semi-Automatic,5,Y,N,A,All Wheel Drive,15,,G,Gasoline (Regular Unleaded Recommended),2100,2,2,33,Standard SUV 4WD,43328,MFI,Multipoint/sequential fuel injection,No,,3,3,3,532,442,491,3500
2019,Mercedes-Benz,Mercedes-Benz,AMG CLA 45 4MATIC,MBX,International,2,4,Auto(AM7),23,30,26,29.3,43.2,34.2607,22.8912,30.1602,25.6759,No,Turbocharged,Automated Manual,7,Y,N,4,4-Wheel Drive,10,,GPR,Gasoline (Premium Unleaded Required),1750,2,2,4,Compact Cars,43339,GDI,Spark Ignition Direct Injection,Yes,34.5,5,5,3,390,296,348,1750
2019,Jaguar Land Rover L,Land Rover,Range Rover LWB,JLX,International,5,8,Auto(S8),16,21,18,20.2719,28.9349,23.4284,16.3295,20.8405,18.0917,No,Supercharged,Semi-Automatic,8,Y,N,4,4-Wheel Drive,15,,GP,Gasoline (Premium Unleaded Recommended),2500,2,2,33,Standard SUV 4WD,43325,GDI,Spark Ignition Direct Injection,Yes,23.6,3,3,3,544,426,491,5500
2019,Porsche,Porsche,Cayman,PRX,International,2,4,Manual(M6),21,28,24,27.1,40.4,31.8129,21.3224,28.3824,24.01,No,Turbocharged,Manual,6,N,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),1900,2,2,1,Two Seaters,43243,GDI,Spark Ignition Direct Injection,Yes,32,5,5,3,415,312,369,2500
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER 2WD,MTX,International,2.4,4,Auto(AV-S6),25,30,27,32.4967,43.9896,36.8263,25.1319,30,27.3502,No,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,N,F,"2-Wheel Drive, Front",10,,G,Gasoline (Regular Unleaded Recommended),1400,2,2,30,Small SUV 2WD,43313,MFI,Multipoint/sequential fuel injection,No,37.1,6,6,5,352,295,326,0
2019,Porsche,Porsche,Cayman,PRX,International,2,4,Auto(AM-S7),22,29,25,28.5,42.1,33.3477,22.3233,29.4644,25.056,No,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),1800,2,2,1,Two Seaters,43243,GDI,Spark Ignition Direct Injection,Yes,33.6,5,5,3,396,300,353,2000
2019,Mercedes-Benz,Mercedes-Benz,CLA 250 4MATIC,MBX,International,2,4,Auto(AM7),24,32,27,30.6,46.3,36.1101,23.808,32.1028,26.9404,No,Turbocharged,Automated Manual,7,Y,N,P,Part-time 4-Wheel Drive,10,,GPR,Gasoline (Premium Unleaded Required),1650,2,2,4,Compact Cars,43311,GDI,Spark Ignition Direct Injection,Yes,36.4,6,6,5,372,276,328,1250
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER 4WD,MTX,International,2.4,4,Auto(AV-S6),24,29,26,30.6677,41.2713,34.6769,23.8555,28.938,25.9027,No,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,N,4,4-Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),1450,2,2,31,Small SUV 4WD,43313,MFI,Multipoint/sequential fuel injection,No,34.9,5,5,5,371,305,341,250
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER 4WD,MTX,International,3,6,Auto(S6),20,27,22,25.3815,38.2439,29.908,20.0813,26.9982,22,No,Naturally Aspirated,Semi-Automatic,6,Y,N,4,4-Wheel Drive,10,,GP,Gasoline (Premium Unleaded Recommended),2050,2,2,31,Small SUV 4WD,43313,MFI,Multipoint/sequential fuel injection,No,30.1,4,4,5,440,327,402,3250
2019,Mercedes-Benz,Mercedes-Benz,AMG S 63 4MATIC (coupe),MBX,International,4,8,Auto(A9),17,27,20,21,38.2,26.3362,16.8538,26.9699,20.2762,No,Turbocharged,Automatic,9,Y,N,4,4-Wheel Drive,10,,GPR,Gasoline (Premium Unleaded Required),2250,2,2,4,Compact Cars,43367,GDI,Spark Ignition Direct Injection,Yes,26.5,4,4,5,525,329,437,4250
2019,Jaguar Land Rover L,Land Rover,Range Rover SVA,JLX,International,5,8,Auto(S8),14,19,16,16.9075,25.5921,19.9547,13.7484,18.6021,15.5774,No,Supercharged,Semi-Automatic,8,Y,N,4,4-Wheel Drive,15,,GP,Gasoline (Premium Unleaded Recommended),2800,2,2,33,Standard SUV 4WD,43325,GDI,Spark Ignition Direct Injection,Yes,20.1,2,2,3,645,477,569,7000
2019,Porsche,Porsche,Boxster S,PRX,International,2.5,4,Manual(M6),20,26,22,24.6,36.9,28.9412,19.5124,26.1286,22.0217,No,Turbocharged,Manual,6,N,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),2050,2,2,1,Two Seaters,43242,GDI,Spark Ignition Direct Injection,Yes,29.1,4,4,3,453,338,401,3250
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,MTX,International,2,4,Manual(M5),23,29,25,29.7211,42.0358,34.2342,23.189,29.4237,25,No,Naturally Aspirated,Manual,5,N,N,F,"2-Wheel Drive, Front",10,,G,Gasoline (Regular Unleaded Recommended),1550,2,2,30,Small SUV 2WD,43344,MFI,Multipoint/sequential fuel injection,No,34.5,5,5,5,381,300,354,750
2019,Mercedes-Benz,Mercedes-Benz,SL 550,MBX,International,4.7,8,Auto(A9),17,25,20,21.8,35.7,26.431,17.45,25.3476,20.2956,No,Turbocharged,Automatic,9,Y,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),2250,2,2,1,Two Seaters,43356,GDI,Spark Ignition Direct Injection,Yes,26.6,4,4,3,506,348,435,4250
2019,Porsche,Porsche,Boxster S,PRX,International,2.5,4,Auto(AM-S7),21,28,24,27,39.7,31.5404,21.2505,27.9345,23.8147,No,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),1900,2,2,1,Two Seaters,43243,GDI,Spark Ignition Direct Injection,Yes,31.8,5,5,3,416,317,372,2500
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,MTX,International,2,4,Auto(AV-S6),24,30,27,31.3406,42.9847,35.6914,24.3268,30.0243,26.5981,No,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,N,F,"2-Wheel Drive, Front",10,,G,Gasoline (Regular Unleaded Recommended),1400,2,2,30,Small SUV 2WD,43344,MFI,Multipoint/sequential fuel injection,No,35.9,6,6,5,362,293,331,0
2019,Mercedes-Benz,Mercedes-Benz,SL 450,MBX,International,3,6,Auto(A9),20,28,23,25.1,39.4,29.9997,19.8767,27.7421,22.7835,No,Turbocharged,Automatic,9,Y,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),1950,2,2,1,Two Seaters,43350,GDI,Spark Ignition Direct Injection,Yes,30.2,5,5,3,444,318,387,2750
2019,Porsche,Porsche,Boxster GTS,PRX,International,2.5,4,Manual(M6),19,25,21,24,35,27.9534,19.0736,24.89,21.315,No,Turbocharged,Manual,6,N,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),2150,2,2,1,Two Seaters,43243,GDI,Spark Ignition Direct Injection,Yes,28.1,4,4,3,462,354,413,3750
2019,Porsche,Porsche,Boxster GTS,PRX,International,2.5,4,Auto(AM-S7),20,26,22,25.1,36,29.0593,19.8767,25.5628,22.0876,No,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),2050,2,2,1,Two Seaters,43243,GDI,Spark Ignition Direct Injection,Yes,29.3,4,4,3,445,345,400,3250
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,MTX,International,2,4,Auto(AV-S6),23,29,26,30.0541,41.1598,34.2075,23.4239,28.867,25.5957,No,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,N,4,4-Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),1450,2,2,31,Small SUV 4WD,43344,MFI,Multipoint/sequential fuel injection,No,34.4,5,5,5,376,305,344,250
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,MTX,International,2.4,4,Auto(AV-S6),23,29,25,30.8601,41.747,34.9631,23,29.2404,25,No,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,N,F,"2-Wheel Drive, Front",10,,G,Gasoline (Regular Unleaded Recommended),1550,2,2,30,Small SUV 2WD,43344,MFI,Multipoint/sequential fuel injection,No,35.2,5,5,5,386,302,354,750
2019,Mercedes-Benz,Mercedes-Benz,AMG SL 63,MBX,International,5.5,8,Auto(A7),15,23,18,19,32.3,23.3213,15.3495,23.1116,18.0824,No,Turbocharged,Automatic,7,Y,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),2500,2,2,1,Two Seaters,43375,GDI,Spark Ignition Direct Injection,Yes,23.5,3,3,3,575,382,488,5500
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,MTX,International,2.4,4,Auto(AV-S6),23,28,25,29.467,40.7023,33.6464,23.0094,28,25.22,No,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,N,4,4-Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),1550,2,2,31,Small SUV 4WD,43344,MFI,Multipoint/sequential fuel injection,No,33.9,5,5,5,384,315,353,750
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,ECLIPSE CROSS 2WD,MTX,International,1.5,4,Auto(AV-S8),25,28,26,33.0773,42.2961,36.6744,25,27.9039,26,No,Turbocharged,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,N,F,"2-Wheel Drive, Front",10,,G,Gasoline (Regular Unleaded Recommended),1450,2,2,30,Small SUV 2WD,43282,GDI,Spark Ignition Direct Injection,No,36.9,5,5,5,353,314,338,250
2019,Jaguar Land Rover L,Land Rover,Range Rover LWB SVA,JLX,International,5,8,Auto(S8),13,19,15,16.137,25.508,19.3331,13.1325,18.5337,15.1147,No,Supercharged,Semi-Automatic,8,Y,N,4,4-Wheel Drive,15,,GP,Gasoline (Premium Unleaded Recommended),3000,2,2,33,Standard SUV 4WD,43325,GDI,Spark Ignition Direct Injection,Yes,19.4,2,2,3,674,479,587,8000
2019,Porsche,Porsche,Cayman S,PRX,International,2.5,4,Manual(M6),20,26,22,24.6,36.9,28.9412,19.5124,26.1286,22.0217,No,Turbocharged,Manual,6,N,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),2050,2,2,1,Two Seaters,43243,GDI,Spark Ignition Direct Injection,Yes,29.1,4,4,3,453,338,401,3250
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,ECLIPSE CROSS 4WD,MTX,International,1.5,4,Auto(AV-S8),25,26,25,31.6654,39.8092,34.876,24.5536,26.383,25.3444,No,Turbocharged,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,N,4,4-Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),1550,2,2,31,Small SUV 4WD,43282,GDI,Spark Ignition Direct Injection,No,35.1,5,5,5,360,332,347,750
2019,Mercedes-Benz,Mercedes-Benz,SLC 300,MBX,International,2,4,Auto(A9),23,32,27,30.1,46.7,35.8315,23.4563,32.3515,26.7683,No,Turbocharged,Automatic,9,Y,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),1650,2,2,1,Two Seaters,43360,GDI,Spark Ignition Direct Injection,Yes,36.1,6,6,3,376,273,330,1250
2019,Porsche,Porsche,Cayman S,PRX,International,2.5,4,Auto(AM-S7),21,28,24,27,39.7,31.5404,21.2505,27.9345,23.8147,No,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),1900,2,2,1,Two Seaters,43243,GDI,Spark Ignition Direct Injection,Yes,31.8,5,5,3,416,317,372,2500
2019,BMW,BMW,M240i Coupe M Performance,BMX,International,3,6,Auto(S8),21,30,24,26.5131,42.526,31.9221,20.9001,29.7343,24.1256,No,Turbocharged,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,GP,Gasoline (Premium Unleaded Recommended),1900,2,2,3,Subcompact Cars,43313,GDI,Spark Ignition Direct Injection,Yes,32.1,5,5,3,424,298,367,2500
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,ECLIPSE CROSS ES 2WD,MTX,International,1.5,4,Auto(AV-S8),26,29,27,34.0801,44.4236,38.0688,26.2251,29,27,No,Turbocharged,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,N,F,"2-Wheel Drive, Front",10,,G,Gasoline (Regular Unleaded Recommended),1400,2,2,30,Small SUV 2WD,43282,GDI,Spark Ignition Direct Injection,No,38.3,6,6,5,337,303,327,0
2019,Porsche,Porsche,Cayman GTS,PRX,International,2.5,4,Manual(M6),19,25,21,24,35,27.9534,19.0736,24.89,21.315,No,Turbocharged,Manual,6,N,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),2150,2,2,1,Two Seaters,43243,GDI,Spark Ignition Direct Injection,Yes,28.1,4,4,3,462,354,413,3750
2019,BMW,BMW,M240i Coupe M Performance,BMX,International,3,6,Manual(M6),18,27,21,23.1,37.8,28,18.4122,26.7115,21.405,No,Turbocharged,Manual,6,N,N,R,"2-Wheel Drive, Rear",10,,GP,Gasoline (Premium Unleaded Recommended),2150,2,2,3,Subcompact Cars,43313,GDI,Spark Ignition Direct Injection,Yes,28.2,4,4,3,480,331,413,3750
2019,Mitsubishi Motors Co,Mitsubishi Motors Corporation,ECLIPSE CROSS ES 4WD,MTX,International,1.5,4,Auto(AV-S8),25,28,26,32.3606,40.9189,35.7228,25.0375,27.6604,26.1535,No,Turbocharged,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,N,4,4-Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),1450,2,2,31,Small SUV 4WD,43282,GDI,Spark Ignition Direct Injection,No,35.9,5,5,5,353,318,337,250
2019,Porsche,Porsche,Cayman GTS,PRX,International,2.5,4,Auto(AM-S7),20,26,22,25.1,36,29.0593,19.8767,25.5628,22.0876,No,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),2050,2,2,1,Two Seaters,43243,GDI,Spark Ignition Direct Injection,Yes,29.3,4,4,3,445,345,400,3250
2019,BMW,BMW,M240i xDrive Coupe M Performance,BMX,International,3,6,Auto(S8),21,30,24,26.3545,42.7815,31.8594,20.7857,29.8959,24.089,No,Turbocharged,Semi-Automatic,8,Y,N,A,All Wheel Drive,10,,GP,Gasoline (Premium Unleaded Recommended),1900,2,2,3,Subcompact Cars,43313,GDI,Spark Ignition Direct Injection,Yes,31.9,5,5,3,426,296,368,2500
2019,BMW,BMW,M240i Coupe,BMX,International,3,6,Auto(S8),21,30,24,26.5131,42.526,31.9221,20.9001,29.7343,24.1256,No,Turbocharged,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,GP,Gasoline (Premium Unleaded Recommended),1900,2,2,3,Subcompact Cars,43313,GDI,Spark Ignition Direct Injection,Yes,32.1,5,5,3,424,298,367,2500
2019,BMW,BMW,M240i Coupe,BMX,International,3,6,Manual(M6),18,27,21,23.1,37.8,28,18.4122,26.7115,21.405,No,Turbocharged,Manual,6,N,N,R,"2-Wheel Drive, Rear",10,,GP,Gasoline (Premium Unleaded Recommended),2150,2,2,3,Subcompact Cars,43313,GDI,Spark Ignition Direct Injection,Yes,28.2,4,4,3,480,331,413,3750
2019,BMW,BMW,M240i xDrive Coupe,BMX,International,3,6,Auto(S8),21,30,24,26.3545,42.7815,31.8594,20.7857,29.8959,24.089,No,Turbocharged,Semi-Automatic,8,Y,N,A,All Wheel Drive,10,,GP,Gasoline (Premium Unleaded Recommended),1900,2,2,3,Subcompact Cars,43313,GDI,Spark Ignition Direct Injection,Yes,31.9,5,5,3,426,296,368,2500
2019,BMW,BMW,M240i Convertible,BMX,International,3,6,Auto(S8),21,30,24,26.5131,42.526,31.9221,20.9001,29.7343,24.1256,No,Turbocharged,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,GP,Gasoline (Premium Unleaded Recommended),1900,2,2,3,Subcompact Cars,43313,GDI,Spark Ignition Direct Injection,Yes,32.1,5,5,3,424,298,367,2500
2019,BMW,BMW,M240i Convertible,BMX,International,3,6,Manual(M6),18,27,21,23.0765,38.1018,28.055,18.3949,26.9065,21.4481,No,Turbocharged,Manual,6,N,N,R,"2-Wheel Drive, Rear",10,,GP,Gasoline (Premium Unleaded Recommended),2150,2,2,3,Subcompact Cars,43313,GDI,Spark Ignition Direct Injection,Yes,28.3,4,4,3,481,329,413,3750
2019,BMW,BMW,M240i xDrive Convertible,BMX,International,3,6,Auto(S8),21,30,24,26.3545,42.7815,31.8594,20.7857,29.8959,24.089,No,Turbocharged,Semi-Automatic,8,Y,N,A,All Wheel Drive,10,,GP,Gasoline (Premium Unleaded Recommended),1900,2,2,3,Subcompact Cars,43313,GDI,Spark Ignition Direct Injection,Yes,31.9,5,5,3,426,296,368,2500
2019,Mercedes-Benz,Mercedes-Benz,CLA 250,MBX,International,2,4,Auto(AM7),24,37,29,31.4,53.6,38.593,24.3683,36.5736,28.6744,No,Turbocharged,Automated Manual,7,Y,N,F,"2-Wheel Drive, Front",10,,GPR,Gasoline (Premium Unleaded Required),1550,2,2,4,Compact Cars,43311,GDI,Spark Ignition Direct Injection,Yes,38.9,6,6,5,365,243,310,750
2019,Mercedes-Benz,Mercedes-Benz,AMG GLA 45 4MATIC,MBX,International,2,4,Auto(AM7),22,28,25,28.1,40.5,32.5902,22.0382,28.4463,24.5243,No,Turbocharged,Automated Manual,7,Y,N,4,4-Wheel Drive,10,,GPR,Gasoline (Premium Unleaded Required),1800,2,2,8,Midsize Station Wagons,43339,GDI,Spark Ignition Direct Injection,Yes,32.8,5,5,3,402,312,361,2000
2019,Jaguar Land Rover L,Jaguar,XF,JLX,International,2,4,Auto(S8),25,34,28,32.5,49,38.3043,25.1342,33.7731,28.4037,No,Turbocharged,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",15,,GP,Gasoline (Premium Unleaded Recommended),1600,2,2,5,Midsize Cars,43187,GDI,Spark Ignition Direct Injection,Yes,38.6,6,6,7,353,262,312,1000
2019,Jaguar Land Rover L,Jaguar,XF,JLX,International,3,6,Auto(S8),20,29,23,25.3,42,30.8134,20.0221,29.401,23.378,No,Supercharged,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",15,,GP,Gasoline (Premium Unleaded Recommended),1950,2,2,5,Midsize Cars,43245,GDI,Spark Ignition Direct Injection,Yes,31,5,5,7,441,300,377,2750
2019,Jaguar Land Rover L,Jaguar,XF AWD,JLX,International,3,6,Auto(S8),20,28,23,24.8,39.6,29.8142,19.6583,27.8704,22.6633,No,Supercharged,Semi-Automatic,8,Y,N,A,All Wheel Drive,15,,GP,Gasoline (Premium Unleaded Recommended),1950,2,2,5,Midsize Cars,43245,GDI,Spark Ignition Direct Injection,Yes,30,5,5,7,449,318,390,2750
2019,Jaguar Land Rover L,Jaguar,XF AWD,JLX,International,2,4,Auto(S8),23,33,27,29.8,47,35.675,23.2447,32.5377,26.6728,No,Turbocharged,Semi-Automatic,8,Y,N,A,All Wheel Drive,15,,GP,Gasoline (Premium Unleaded Recommended),1650,2,2,5,Midsize Cars,43187,GDI,Spark Ignition Direct Injection,Yes,35.9,6,6,7,382,273,333,1250
2019,Jaguar Land Rover L,Jaguar,XF,JLX,International,2,4,Auto(S8),31,42,35,41.3,62.3,48.6848,31.0756,41.7197,35.1055,No,Turbocharged,Semi-Automatic,8,Y,N,R,"2-Wheel Drive, Rear",,20,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",1200,2,2,5,Midsize Cars,43305,CRDI,Common Rail Direct Diesel Injection,Yes,49,8,7,1,327,243,289,-1000
2019,Jaguar Land Rover L,Jaguar,XF AWD,JLX,International,2,4,Auto(S8),30,40,34,39.9,59.9,46.955,30.1512,40.3193,34.0109,No,Turbocharged,Semi-Automatic,8,Y,N,A,All Wheel Drive,,20,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",1250,2,2,5,Midsize Cars,43305,CRDI,Common Rail Direct Diesel Injection,Yes,49,8,7,1,338,252,299,-750
2019,Jaguar Land Rover L,Jaguar,XF Sportbrake AWD,JLX,International,3,6,Auto(S8),18,25,21,22.8,35.4,27.1483,18.1909,25.1517,20.7786,No,Supercharged,Semi-Automatic,8,Y,N,A,All Wheel Drive,15,,GP,Gasoline (Premium Unleaded Recommended),2150,2,2,8,Midsize Station Wagons,43245,GDI,Spark Ignition Direct Injection,Yes,27.3,4,4,7,489,353,428,3750
2019,BMW,BMW,M2 Competition,BMX,International,3,6,Manual(M6),18,25,20,21.9409,34.6259,26.272,17.5547,24.6449,20.1654,No,Turbocharged,Manual,6,N,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),2250,2,2,3,Subcompact Cars,43313,GDI,Spark Ignition Direct Injection,Yes,26.6,4,4,3,505,360,440,4250
2019,BMW,BMW,M2 Competition,BMX,International,3,6,Auto(AM-S7),17,23,19,20.6193,31.7667,24.4859,16.569,22.7577,18.8793,No,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,N,N,R,"2-Wheel Drive, Rear",10,,GP,Gasoline (Premium Unleaded Recommended),2350,2,2,3,Subcompact Cars,43312,GDI,Spark Ignition Direct Injection,Yes,24.7,3,3,3,535,390,470,4750
2019,Nissan,NISSAN,ARMADA 2WD,NSX,International,5.6,8,Auto(S7),14,19,16,17.3644,27.5282,20.8243,14.1044,19.0242,15.9619,No,Naturally Aspirated,Semi-Automatic,7,Y,N,R,"2-Wheel Drive, Rear",10,,G,Gasoline (Regular Unleaded Recommended),2400,2,2,32,Standard SUV 2WD,43347,GDI,Spark Ignition Direct Injection,No,,2,2,3,629,466,556,5000
2019,Nissan,NISSAN,ARMADA 4WD,NSX,International,5.6,8,Auto(S7),13,18,15,16.3812,26.2377,19.7138,13.3494,18.301,15.2,No,Naturally Aspirated,Semi-Automatic,7,Y,N,4,4-Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),2550,2,2,33,Standard SUV 4WD,43347,GDI,Spark Ignition Direct Injection,No,,2,2,3,667,484,585,5750
2019,Nissan,NISSAN,FRONTIER 2WD FFV,NSX,International,4,6,Auto(A5),16,22,18,19.5202,30.6359,23.3293,15.7426,22.0045,18.0546,No,Naturally Aspirated,Automatic,5,Y,N,R,"2-Wheel Drive, Rear",85,,G,Gasoline (Regular Unleaded Recommended),2100,2,2,10,Small Pick-up Trucks 2WD,43341,MFI,Multipoint/sequential fuel injection,No,,3,3,3,567,405,494,3500
2019,Nissan,NISSAN,FRONTIER 4WD FFV,NSX,International,4,6,Auto(A5),15,21,17,18.6474,28.4143,22.0596,15.0822,20.5132,17.1221,No,Naturally Aspirated,Automatic,5,Y,N,P,Part-time 4-Wheel Drive,85,,G,Gasoline (Regular Unleaded Recommended),2250,2,2,11,Small Pick-up Trucks 4WD,43341,MFI,Multipoint/sequential fuel injection,No,,3,3,3,591,435,521,4250
