ModelYear,MfrName,Division,Carline,VerifyMfrCd,International,EngDispl,Cyl,Transmission,CityFE,HwyFE,CombFE,CityUnadjFE,HwyUnadjFE,CombUnadjFE-ConventionalFuel,CityUnrdAdjFE-ConventionalFuel,HwyUnrdAdjFE-ConventionalFuel,CombUnrdAdjFE-ConventionalFuel,Guzzler,AirAspirationMethod,Transmission,Gears,LockupTorqueConverter,TransCreeperGear,DriveSys,DriveDesc,MaxEthanolPercentGasoline,MaxBiodieselPercent,FuelUsage-ConventionalFuel,FuelUsageDesc-ConventionalFuel,AnnualFuel1Cost-ConventionalFuel,IntakeValvesPerCyl,ExhaustValvesPerCyl,CarlineClass,CarlineClassDesc,ReleaseDate,FuelMeteringSysCd,FuelMeteringSysDesc,StopStartSystem,MFRCalculatedGasGuzzlerMPG,FERating,GHGRating,MfrSmogRating,CityCO2,HwyCO2,CombCO2,EstimatedFuelCostin5Years
2019,Toyota,TOYOTA,CAMRY XSE,TYX,International,3.5,6,Auto(S8),22,32,26,28.1199,46.1,34.1058,22.0524,31.9782,25.6327,No,Naturally Aspirated,Semi-Automatic,8,Y,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),1450,2,2,5,Midsize Cars,43328,GDPI,Spark Ignition direct & ported injection,No,34.5,5,5,5,401,277,345,250
2019,Honda,Honda,PILOT AWD,HNX,International,3.5,6,Auto(A6),18,26,21,22.9474,36.8483,27.6395,18.2997,26.095,21.1417,No,Naturally Aspirated,Automatic,6,Y,N,A,All Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),1800,2,2,31,Small SUV 4WD,43297,GDI,Spark Ignition Direct Injection,No,27.8,4,4,3,486,341,421,2000
2019,Maserati,MASERATI,QUATTROPORTE V8,MAX,International,3.8,8,Auto(A8),15,22,17,18.1,30.3,22.1052,14.666,21.7799,17.1931,Guzzler,Turbocharged,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),2650,2,2,6,Large Cars,43264,GDI,Spark Ignition Direct Injection,Yes,22.2,3,3,1,606,408,517,6250
2019,Hyundai,HYUNDAI MOTOR COMPANY,Elantra,HYX,International,2,4,Manual(M6),26,36,29,33.4,52.1,39.8338,25.7569,35.6666,29.4374,No,Naturally Aspirated,Manual,6,N,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),1300,2,2,5,Midsize Cars,43282,MFI,Multipoint/sequential fuel injection,No,40.5,6,6,5,344,248,301,-500
2019,Kia,KIA MOTORS CORPORATION,Optima Hybrid,KMX,International,2,4,Auto(AM6),39,45,41,56.5,62.5994,59.0909,38.5799,45.3959,41.3755,No,Naturally Aspirated,Automated Manual,6,N,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),950,2,2,5,Midsize Cars,43360,GDI,Spark Ignition Direct Injection,Yes,59.4,9,9,3,231,196,215,-2250
2019,BMW,Mini,COOPER CLUBMAN,BMX,International,1.5,3,Auto(S6),24,32,27,31.2112,46.3761,36.5963,24.2363,32.1501,27.2554,No,Turbocharged,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",10,,GP,Gasoline (Premium Unleaded Recommended),1650,2,2,5,Midsize Cars,43190,GDI,Spark Ignition Direct Injection,No,36.8,6,6,7,365,275,324,1250
2019,Subaru,Subaru,IMPREZA 4-Door SPORT,FJX,International,2,4,Auto(AV-S7),27,36,30,35.4,52.3,41.4234,27.1281,35.7879,30.443,No,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),7,Y,N,A,All Wheel Drive,15,,G,Gasoline (Regular Unleaded Recommended),1300,2,2,5,Midsize Cars,43252,GDI,Spark Ignition Direct Injection,No,41.4,7,7,6,326,247,291,-500
2019,Toyota,TOYOTA,CAMRY XLE/XSE,TYX,International,2.5,4,Auto(S8),28,39,32,37,58.2,44.254,28.2127,39.3186,32.3209,No,Naturally Aspirated,Semi-Automatic,8,Y,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),1200,2,2,5,Midsize Cars,43328,GDPI,Spark Ignition direct & ported injection,No,44.7,7,7,7,314,225,274,-1000
2019,Honda,Acura,MDX FWD,HNX,International,3.5,6,Auto(S9),20,27,23,26,41,31.1241,20,27,23,No,Naturally Aspirated,Semi-Automatic,9,Y,N,F,"2-Wheel Drive, Front",10,,GP,Gasoline (Premium Unleaded Recommended),1950,2,2,30,Small SUV 2WD,43313,GDI,Spark Ignition Direct Injection,No,,5,5,3,446,330,387,2750
2019,BMW,Mini,COOPER CLUBMAN,BMX,International,1.5,3,Manual(M6),24,33,28,31.3792,48.3841,37.2743,24.3538,33.3938,27.7321,No,Turbocharged,Manual,6,N,N,F,"2-Wheel Drive, Front",10,,GP,Gasoline (Premium Unleaded Recommended),1600,2,2,5,Midsize Cars,43190,GDI,Spark Ignition Direct Injection,Yes,37.5,6,6,7,365,266,321,1000
2019,Toyota,TOYOTA,CAMRY,TYX,International,2.5,4,Auto(S8),29,41,34,39.1,61.8,46.8427,29,41.4291,33.9783,No,Naturally Aspirated,Semi-Automatic,8,Y,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),1100,2,2,5,Midsize Cars,43328,GDPI,Spark Ignition direct & ported injection,No,47.4,8,8,7,305,213,264,-1500
2019,Kia,KIA MOTORS CORPORATION,Niro,KMX,International,1.6,4,Auto(AM6),51,46,49,65.7,62.5,64.2204,50.8864,46.2675,48.6987,No,Naturally Aspirated,Automated Manual,6,N,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),800,2,2,7,Small Station Wagons,43360,GDI,Spark Ignition Direct Injection,Yes,64.6,10,10,7,175,193,183,-3000
2019,Honda,Acura,MDX AWD,HNX,International,3.5,6,Auto(S9),19,26,22,24.4,37.6,28.9779,19.3663,26,22.0612,No,Naturally Aspirated,Semi-Automatic,9,Y,N,A,All Wheel Drive,10,,GP,Gasoline (Premium Unleaded Recommended),2050,2,2,31,Small SUV 4WD,43313,GDI,Spark Ignition Direct Injection,No,,4,4,3,456,340,404,3250
2019,BMW,Mini,COOPER HARDTOP 2 DOOR,BMX,International,1.5,3,Auto(S6),27,35,30,34.9132,50.5131,40.5483,26.7959,34.7005,29.8564,No,Turbocharged,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",10,,GP,Gasoline (Premium Unleaded Recommended),1500,2,2,3,Subcompact Cars,43191,GDI,Spark Ignition Direct Injection,No,40.8,7,7,7,331,255,297,500
2019,Toyota,TOYOTA,CAMRY HYBRID LE,TYX,International,2.5,4,Auto(AV-S6),51,53,52,71.6856,71.9,71.7819,50.9899,52.7112,51.7504,No,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,N,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),750,2,2,5,Midsize Cars,43350,GDPI,Spark Ignition direct & ported injection,Yes,72.6,10,10,7,173,167,170,-3250
2019,Kia,KIA MOTORS CORPORATION,Niro Touring,KMX,International,1.6,4,Auto(AM6),46,40,43,60,58.4,59.2693,45.6915,40.452,43.175,No,Naturally Aspirated,Automated Manual,6,N,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),900,2,2,7,Small Station Wagons,43360,GDI,Spark Ignition Direct Injection,Yes,59.6,9,9,7,195,222,207,-2500
2019,Honda,Acura,MDX AWD A-spec,HNX,International,3.5,6,Auto(S9),19,25,21,24.2,34.7,28.0147,19.22,24.6935,21.3495,No,Naturally Aspirated,Semi-Automatic,9,Y,N,A,All Wheel Drive,10,,GP,Gasoline (Premium Unleaded Recommended),2150,2,2,31,Small SUV 4WD,43313,GDI,Spark Ignition Direct Injection,No,,4,4,3,461,358,415,3750
2019,Hyundai,HYUNDAI MOTOR COMPANY,Kona AWD,HYX,International,1.6,4,Auto(AM7),26,29,27,33.4,42.8,37.063,26.0618,29.4201,27.473,No,Turbocharged,Automated Manual,7,N,N,A,All Wheel Drive,15,,G,Gasoline (Regular Unleaded Recommended),1400,2,2,31,Small SUV 4WD,43262,GDI,Spark Ignition Direct Injection,No,,6,6,3,342,302,324,0
2019,BMW,Mini,COOPER HARDTOP 2 DOOR,BMX,International,1.5,3,Manual(M6),28,38,32,36.3,55.7,43.0468,27.7395,37.8335,31.5243,No,Turbocharged,Manual,6,N,N,F,"2-Wheel Drive, Front",10,,GP,Gasoline (Premium Unleaded Recommended),1400,2,2,3,Subcompact Cars,43190,GDI,Spark Ignition Direct Injection,No,43.3,7,7,7,321,234,282,0
2019,Toyota,TOYOTA,CAMRY HYBRID XLE/SE,TYX,International,2.5,4,Auto(AV-S6),44,47,46,61.7,64.5,62.9293,44.1939,47,46.2351,No,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,N,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),850,2,2,5,Midsize Cars,43350,GDPI,Spark Ignition direct & ported injection,Yes,63.6,10,10,7,200,189,195,-2750
2019,Maserati,MASERATI,QUATTROPORTE SQ4 V6,MAX,International,3,6,Auto(A8),16,23,18,19.5,32,23.6588,15.7274,22.9126,18.3114,No,Turbocharged,Automatic,8,Y,N,A,All Wheel Drive,10,,GPR,Gasoline (Premium Unleaded Required),2500,2,2,6,Large Cars,43264,GDI,Spark Ignition Direct Injection,Yes,23.8,3,3,1,564,387,484,5500
2019,Kia,KIA MOTORS CORPORATION,Niro FE,KMX,International,1.6,4,Auto(AM6),52,49,50,68.2,66.2,67.2852,51.9792,48.6163,50.4101,No,Naturally Aspirated,Automated Manual,6,N,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),750,2,2,7,Small Station Wagons,43360,GDI,Spark Ignition Direct Injection,Yes,67.7,10,10,7,171,184,177,-3250
2019,Hyundai,HYUNDAI MOTOR COMPANY,Kona FWD,HYX,International,1.6,4,Auto(AM7),28,32,30,34.9,48,39.7862,27.5034,32.398,29.5096,No,Turbocharged,Automated Manual,7,N,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),1300,2,2,30,Small SUV 2WD,43262,GDI,Spark Ignition Direct Injection,No,,7,7,3,325,277,303,-500
2019,Honda,Acura,MDX AWD,HNX,International,3,6,Auto(AM-S7),26,27,27,34.4723,38.575,36.2051,26.4942,27.2116,26.8123,No,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,Y,N,A,All Wheel Drive,10,,GP,Gasoline (Premium Unleaded Recommended),1650,2,2,31,Small SUV 4WD,43332,MFI,Multipoint/sequential fuel injection,Yes,36.4,6,6,3,333,325,330,1250
2019,Subaru,Subaru,ASCENT,FJX,International,2.4,4,Auto(AV-S8),21,27,23,26.0115,37.7207,30.235,20.5379,26.6602,22.9049,No,Turbocharged,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,N,A,All Wheel Drive,15,,G,Gasoline (Regular Unleaded Recommended),1650,2,2,33,Standard SUV 4WD,43196,GDI,Spark Ignition Direct Injection,No,30.2,5,5,3,431,333,387,1250
2019,BMW,Mini,COOPER HARDTOP 4 DOOR,BMX,International,1.5,3,Auto(S6),27,35,30,34.9132,50.5131,40.5483,26.7959,34.7005,29.8564,No,Turbocharged,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",10,,GP,Gasoline (Premium Unleaded Recommended),1500,2,2,3,Subcompact Cars,43191,GDI,Spark Ignition Direct Injection,No,40.8,7,7,7,331,255,297,500
2019,Toyota,LEXUS,ES 350,TYX,International,3.5,6,Auto(S8),22,33,26,28.0138,46.955,34.2269,21.9767,32.5098,25.7278,No,Naturally Aspirated,Semi-Automatic,8,Y,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),1450,2,2,5,Midsize Cars,43344,GDPI,Spark Ignition direct & ported injection,No,34.6,5,5,5,401,272,343,250
2019,Hyundai,HYUNDAI MOTOR COMPANY,Kona AWD,HYX,International,2,4,Auto(S6),25,30,27,33.0212,43.3672,36.9925,25.4953,30.2657,27.4416,No,Naturally Aspirated,Semi-Automatic,6,Y,N,A,All Wheel Drive,15,,G,Gasoline (Regular Unleaded Recommended),1400,2,2,31,Small SUV 4WD,43301,GDI,Spark Ignition Direct Injection,No,,6,6,5,351,294,325,0
2019,Subaru,Subaru,ASCENT LIMITED/TOURING,FJX,International,2.4,4,Auto(AV-S8),20,26,22,25,36.1,29.0146,19.8039,25.6084,22.0533,No,Turbocharged,Selectable Continuously Variable (e.g. CVT with paddles),8,Y,N,A,All Wheel Drive,15,,G,Gasoline (Regular Unleaded Recommended),1750,2,2,33,Standard SUV 4WD,43196,GDI,Spark Ignition Direct Injection,No,29,4,4,3,446,347,401,1750
2019,BMW,Mini,COOPER HARDTOP 4 DOOR,BMX,International,1.5,3,Manual(M6),28,37,31,36.4397,54.7923,42.9069,27.8341,37.2904,31.4195,No,Turbocharged,Manual,6,N,N,F,"2-Wheel Drive, Front",10,,GP,Gasoline (Premium Unleaded Recommended),1450,2,2,3,Subcompact Cars,43190,GDI,Spark Ignition Direct Injection,No,43.2,7,7,7,318,238,282,250
2019,Kia,KIA MOTORS CORPORATION,Rio,KMX,International,1.6,4,Auto(S6),28,37,32,36.9157,54.8821,43.2934,28.1558,37.3442,31.6614,No,Naturally Aspirated,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),1200,2,2,4,Compact Cars,43343,GDI,Spark Ignition Direct Injection,No,43.6,7,7,3,315,237,280,-1000
2019,Maserati,MASERATI,Ghibli V6 SQ4 AWD,MAX,International,3,6,Auto(A8),16,24,19,19.8,33.1,24.1704,15.9536,23.6408,18.6881,No,Turbocharged,Automatic,8,Y,N,A,All Wheel Drive,10,,GPR,Gasoline (Premium Unleaded Required),2350,2,2,5,Midsize Cars,43264,GDI,Spark Ignition Direct Injection,Yes,24.4,3,3,1,555,375,474,4750
2019,Hyundai,HYUNDAI MOTOR COMPANY,Kona FWD,HYX,International,2,4,Auto(S6),27,33,30,35.7683,48.4724,40.5509,27.3787,33.4483,29.8132,No,Naturally Aspirated,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),1300,2,2,30,Small SUV 2WD,43301,GDI,Spark Ignition Direct Injection,No,,7,7,5,327,267,300,-500
2019,Mercedes-Benz,Mercedes-Benz,GLA 250 4MATIC,MBX,International,2,4,Auto(AM7),23,31,26,30,44.2,35.0701,23.3858,30.7898,26.2235,No,Turbocharged,Automated Manual,7,Y,N,4,4-Wheel Drive,85,,GPR,Gasoline (Premium Unleaded Required),1750,2,2,31,Small SUV 4WD,43311,GDI,Spark Ignition Direct Injection,Yes,35.3,5,5,5,377,287,337,1750
2019,BMW,Mini,COOPER CONVERTIBLE,BMX,International,1.5,3,Auto(S6),27,35,30,34.9132,50.5131,40.5483,26.7959,34.7005,29.8564,No,Turbocharged,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",10,,GP,Gasoline (Premium Unleaded Recommended),1500,2,2,2,Minicompact Cars,43191,GDI,Spark Ignition Direct Injection,No,40.8,7,7,7,331,255,297,500
2019,Hyundai,HYUNDAI MOTOR COMPANY,Accent,HYX,International,1.6,4,Auto(S6),28,38,32,36.8121,56.6886,43.7085,28.0859,38.4227,31.9544,No,Naturally Aspirated,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),1200,2,2,4,Compact Cars,43266,GDI,Spark Ignition Direct Injection,No,44,7,7,3,316,230,277,-1000
2019,Kia,KIA MOTORS CORPORATION,Rio,KMX,International,1.6,4,Manual(M6),29,37,32,37.5499,54.391,43.6289,28.583,37.0495,31.8592,No,Naturally Aspirated,Manual,6,N,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),1200,2,2,4,Compact Cars,43343,GDI,Spark Ignition Direct Injection,No,43.9,7,7,3,310,239,278,-1000
2019,Mercedes-Benz,Mercedes-Benz,CLA 250 4MATIC,MBX,International,2,4,Auto(AM7),24,32,27,30.6,46.3,36.1101,23.808,32.1028,26.9404,No,Turbocharged,Automated Manual,7,Y,N,4,4-Wheel Drive,85,,GPR,Gasoline (Premium Unleaded Required),1650,2,2,4,Compact Cars,43311,GDI,Spark Ignition Direct Injection,Yes,36.4,6,6,5,372,276,328,1250
2019,Maserati,MASERATI,Ghibli V6 Rear Wheel Drive (RWD),MAX,International,3,6,Auto(A8),17,24,19,20.8,33.5,25.0783,16.7042,23.9047,19.3234,No,Turbocharged,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),2350,2,2,5,Midsize Cars,43264,GDI,Spark Ignition Direct Injection,Yes,25.2,3,3,1,533,371,460,4750
2019,Toyota,TOYOTA,AVALON XLE,TYX,International,3.5,6,Auto(S8),22,32,26,28.4,46.9,34.5291,22.2521,32.4757,25.9247,No,Naturally Aspirated,Semi-Automatic,8,Y,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),1450,2,2,5,Midsize Cars,43228,GDPI,Spark Ignition direct & ported injection,No,34.9,5,5,5,397,272,341,250
2019,Honda,Honda,CR-V FWD,HNX,International,2.4,4,Auto(AV),26,32,28,33.2997,46.8495,38.2821,25.6877,32.4443,28.3439,No,Naturally Aspirated,Continuously Variable,1,Y,N,F,"2-Wheel Drive, Front",10,,G,Gasoline (Regular Unleaded Recommended),1350,2,2,30,Small SUV 2WD,43374,GDI,Spark Ignition Direct Injection,No,,6,6,5,344,272,312,-250
2019,BMW,Mini,COOPER CONVERTIBLE,BMX,International,1.5,3,Manual(M6),28,37,31,36.4397,54.7923,42.9069,27.8341,37.2904,31.4195,No,Turbocharged,Manual,6,N,N,F,"2-Wheel Drive, Front",10,,GP,Gasoline (Premium Unleaded Recommended),1450,2,2,2,Minicompact Cars,43190,GDI,Spark Ignition Direct Injection,No,43.2,7,7,7,318,238,282,250
2019,Hyundai,HYUNDAI MOTOR COMPANY,Accent,HYX,International,1.6,4,Manual(M6),28,37,31,36.1,54.9,42.6764,27.6039,37.3549,31.278,No,Naturally Aspirated,Manual,6,N,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),1250,2,2,4,Compact Cars,43266,GDI,Spark Ignition Direct Injection,No,43,7,7,3,322,238,284,-750
2019,Toyota,TOYOTA,AVALON HYBRID,TYX,International,2.5,4,Auto(AV-S6),43,43,43,59.1,59.5,59.2793,43.237,43.213,43.2262,No,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,N,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),900,2,2,5,Midsize Cars,43228,GDPI,Spark Ignition direct & ported injection,Yes,59.9,9,9,7,203,203,203,-2500
2019,Kia,KIA MOTORS CORPORATION,K900,KMX,International,3.3,6,Auto(S8),18,25,21,23,35.3,27.277,18.3385,25.0863,20.8639,No,Turbocharged,Semi-Automatic,8,Y,N,A,All Wheel Drive,15,,GP,Gasoline (Premium Unleaded Recommended),2150,2,2,6,Large Cars,43364,GDI,Spark Ignition Direct Injection,No,27.5,4,4,3,490,358,431,3750
2019,Maserati,MASERATI,QUATTROPORTE S,MAX,International,3,6,Auto(A8),16,23,18,19.6,32,23.7396,15.8028,22.9126,18.3676,No,Turbocharged,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),2500,2,2,6,Large Cars,43264,GDI,Spark Ignition Direct Injection,Yes,23.9,3,3,1,558,387,481,5500
2019,Honda,Honda,CR-V AWD,HNX,International,2.4,4,Auto(AV),25,31,27,31.7199,43.843,36.2277,24.5916,30.5653,26.9629,No,Naturally Aspirated,Continuously Variable,1,Y,N,A,All Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),1400,2,2,31,Small SUV 4WD,43374,GDI,Spark Ignition Direct Injection,No,,6,6,5,359,289,328,0
2019,Hyundai,HYUNDAI MOTOR COMPANY,Elantra,HYX,International,1.4,4,Auto(AM7),32,40,35,41.4,58.8,47.7599,31.5612,39.8483,34.8198,No,Turbocharged,Automated Manual,7,N,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),1100,2,2,5,Midsize Cars,43342,GDI,Spark Ignition Direct Injection,No,48.5,8,8,3,282,224,256,-1500
2019,Maserati,MASERATI,Ghibli  S RWD,MAX,International,3,6,Auto(A8),16,24,19,19.8,33.3,24.2182,15.9536,23.7728,18.7251,No,Turbocharged,Automatic,8,Y,N,R,"2-Wheel Drive, Rear",10,,GPR,Gasoline (Premium Unleaded Required),2350,2,2,5,Midsize Cars,43264,GDI,Spark Ignition Direct Injection,Yes,24.4,3,3,1,557,374,475,4750
2019,BMW,Mini,COOPER COUNTRYMAN,BMX,International,1.5,3,Auto(S6),24,32,27,31.2112,46.3761,36.5963,24.2363,32.1501,27.2554,No,Turbocharged,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",10,,GP,Gasoline (Premium Unleaded Recommended),1650,2,2,5,Midsize Cars,43190,GDI,Spark Ignition Direct Injection,No,36.8,6,6,3,365,275,324,1250
2019,Toyota,TOYOTA,AVALON HYBRID XLE,TYX,International,2.5,4,Auto(AV-S6),43,44,44,60.7999,61.4661,61.0979,42.9632,44.48,43.6328,No,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),6,N,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),850,2,2,5,Midsize Cars,43228,GDPI,Spark Ignition direct & ported injection,Yes,61.8,10,10,7,205,197,201,-2750
2019,Honda,Honda,CR-V FWD,HNX,International,1.5,4,Auto(AV),28,34,30,36.7,48.9998,41.3735,28.0101,33.773,30.3398,No,Turbocharged,Continuously Variable,1,Y,N,F,"2-Wheel Drive, Front",10,,G,Gasoline (Regular Unleaded Recommended),1300,2,2,30,Small SUV 2WD,43374,GDI,Spark Ignition Direct Injection,No,,7,7,5,316,262,292,-500
2019,Hyundai,HYUNDAI MOTOR COMPANY,Veloster N,HYX,International,2,4,Manual(M6),22,28,25,27.3623,38.4933,31.4554,22.2716,28.498,24.7001,No,Turbocharged,Manual,6,N,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),1550,2,2,4,Compact Cars,43344,GDI,Spark Ignition Direct Injection,No,31.7,5,5,3,402,315,363,750
2019,BMW,Mini,COOPER COUNTRYMAN,BMX,International,1.5,3,Manual(M6),24,33,28,31.3792,48.3841,37.2743,24.3538,33.3938,27.7321,No,Turbocharged,Manual,6,N,N,F,"2-Wheel Drive, Front",10,,GP,Gasoline (Premium Unleaded Recommended),1600,2,2,5,Midsize Cars,43190,GDI,Spark Ignition Direct Injection,Yes,37.5,6,6,3,365,266,321,1000
2019,Honda,Honda,CR-V AWD,HNX,International,1.5,4,Auto(AV),27,33,29,35.3454,47.4497,39.929,27.0909,32.8165,29.3991,No,Turbocharged,Continuously Variable,1,Y,N,A,All Wheel Drive,10,,G,Gasoline (Regular Unleaded Recommended),1300,2,2,31,Small SUV 4WD,43374,GDI,Spark Ignition Direct Injection,No,,6,6,5,328,271,302,-500
2019,Toyota,TOYOTA,4RUNNER 2WD,TYX,International,4,6,Auto(S5),17,21,18,21,30.7,24.4807,16.8538,20.8063,18.4292,No,Naturally Aspirated,Semi-Automatic,5,Y,N,R,"2-Wheel Drive, Rear",15,,G,Gasoline (Regular Unleaded Recommended),2100,2,2,32,Standard SUV 2WD,43328,MFI,Multipoint/sequential fuel injection,No,,3,3,3,524,424,479,3500
2019,Honda,Acura,ILX,HNX,International,2.4,4,Auto(AM-S8),24,34,28,31.2,49.9,37.5287,24.2285,34.3255,27.9249,No,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),8,Y,N,F,"2-Wheel Drive, Front",10,,GP,Gasoline (Premium Unleaded Recommended),1600,2,2,4,Compact Cars,43374,GDI,Spark Ignition Direct Injection,No,37.8,6,6,3,364,258,316,1000
2019,BMW,Mini,COOPER CLUBMAN ALL4,BMX,International,1.5,3,Auto(S8),23,31,26,29.5784,44.1889,34.7485,23.0882,30.7828,26.0144,No,Turbocharged,Semi-Automatic,8,Y,N,A,All Wheel Drive,10,,GP,Gasoline (Premium Unleaded Recommended),1750,2,2,5,Midsize Cars,43190,GDI,Spark Ignition Direct Injection,No,34.9,5,5,3,385,288,341,1750
2019,Maserati,MASERATI,LEVANTE S,MAX,International,3,8,Auto(A8),15,21,17,18,28.5,21.5773,14.5898,20.571,16.7861,No,Turbocharged,Automatic,8,Y,N,A,All Wheel Drive,10,,GPR,Gasoline (Premium Unleaded Required),2650,2,2,33,Standard SUV 4WD,43264,GDI,Spark Ignition Direct Injection,Yes,21.1,3,3,1,612,434,532,6250
2019,Toyota,TOYOTA,4RUNNER 4WD,TYX,International,4,6,Auto(S5),17,20,18,20.6715,29.4676,23.8791,16.6081,19.9743,17.971,No,Naturally Aspirated,Semi-Automatic,5,Y,N,P,Part-time 4-Wheel Drive,15,,G,Gasoline (Regular Unleaded Recommended),2100,2,2,33,Standard SUV 4WD,43328,MFI,Multipoint/sequential fuel injection,No,,3,3,3,532,442,491,3500
2019,Honda,Acura,NSX,HNX,International,3.5,6,Auto(AM-S9),21,22,21,28.7,30.2,29.3561,21,21.7131,21,No,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),9,Y,N,A,All Wheel Drive,10,,GPR,Gasoline (Premium Unleaded Required),2150,2,2,1,Two Seaters,43374,GDI,Spark Ignition Direct Injection,Yes,29.5,4,4,3,419,406,420,3750
2019,BMW,Mini,COOPER CLUBMAN ALL4,BMX,International,1.5,3,Manual(M6),22,32,26,28.6271,45.8441,34.449,22.4137,31.8188,25.8524,No,Turbocharged,Manual,6,N,N,A,All Wheel Drive,10,,GP,Gasoline (Premium Unleaded Recommended),1750,2,2,5,Midsize Cars,43190,GDI,Spark Ignition Direct Injection,No,34.7,5,5,3,396,279,344,1750
2019,Toyota,LEXUS,GX 460,TYX,International,4.6,8,Auto(S6),15,18,16,18.1,27,21.2524,14.666,18.2747,16.0963,No,Naturally Aspirated,Semi-Automatic,6,Y,N,4,4-Wheel Drive,15,,GPR,Gasoline (Premium Unleaded Required),2800,2,2,33,Standard SUV 4WD,43339,MFI,Multipoint/sequential fuel injection,No,,2,2,3,602,482,548,7000
2019,Maserati,MASERATI,LEVANTE,MAX,International,3,8,Auto(A8),15,21,17,18.3,29.3,22.0201,14.8182,21.1096,17.1134,No,Turbocharged,Automatic,8,Y,N,A,All Wheel Drive,10,,GPR,Gasoline (Premium Unleaded Required),2650,2,2,33,Standard SUV 4WD,43264,GDI,Spark Ignition Direct Injection,Yes,21.1,3,3,1,601,423,521,6250
2019,Hyundai,HYUNDAI MOTOR COMPANY,Sonata,HYX,International,2.4,4,Auto(S6),25,33,28,32.6,47.6,37.9868,25.2036,32.9095,28.1721,No,Naturally Aspirated,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",15,,G,Gasoline (Regular Unleaded Recommended),1350,2,2,6,Large Cars,43313,GDI,Spark Ignition Direct Injection,No,38.2,6,6,7,357,273,319,-250
2019,Jaguar Land Rover L,Land Rover,Range Rover Sport,JLX,International,3,6,Auto(S8),17,23,19,20.7,32,24.6108,16.6294,22.9126,18.9704,No,Supercharged,Semi-Automatic,8,Y,N,4,4-Wheel Drive,15,,GP,Gasoline (Premium Unleaded Recommended),2350,2,2,33,Standard SUV 4WD,43325,GDI,Spark Ignition Direct Injection,Yes,,3,3,7,534,388,468,4750
